action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,16614668,[],CHEMBL3816884,Displacement of 5-({[2-({[3-({4-[(5-hydroxy-2-methylphenyl)amino]-2-pyrimidinyl}amino)phenyl]carbonyl}amino)-ethyl]amino}carbonyl)-2-(6-hydroxy-3-oxo-3H-xanthen-9-yl)benzoic acid from full length human TNNI3K expressed in baculovirus system incubated for 60 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,CNS(=O)(=O)c1ccc(N(C)C)c(Nc2ncnc3[nH]ccc23)c1,,,CHEMBL3813650,Bioorg Med Chem Lett,2016,"{'bei': '21.08', 'le': '0.42', 'lle': '5.62', 'sei': '7.09'}",CHEMBL3613195,,CHEMBL3613195,7.30,1,http://www.openphacts.org/units/Nanomolar,2781971,=,1,1,=,,IC50,nM,,50.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,50.0
,,16614669,[],CHEMBL3816884,Displacement of 5-({[2-({[3-({4-[(5-hydroxy-2-methylphenyl)amino]-2-pyrimidinyl}amino)phenyl]carbonyl}amino)-ethyl]amino}carbonyl)-2-(6-hydroxy-3-oxo-3H-xanthen-9-yl)benzoic acid from full length human TNNI3K expressed in baculovirus system incubated for 60 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,CNS(=O)(=O)c1ccc(N(C)C)c(Nc2ncnc3cc(OC)c(OC)cc23)c1,,,CHEMBL3813650,Bioorg Med Chem Lett,2016,"{'bei': '18.21', 'le': '0.36', 'lle': '5.24', 'sei': '7.19'}",CHEMBL3815093,,CHEMBL3815093,7.60,0,http://www.openphacts.org/units/Nanomolar,2781972,=,1,1,=,,IC50,nM,,25.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,25.0
,,16614670,[],CHEMBL3816884,Displacement of 5-({[2-({[3-({4-[(5-hydroxy-2-methylphenyl)amino]-2-pyrimidinyl}amino)phenyl]carbonyl}amino)-ethyl]amino}carbonyl)-2-(6-hydroxy-3-oxo-3H-xanthen-9-yl)benzoic acid from full length human TNNI3K expressed in baculovirus system incubated for 60 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,CNS(=O)(=O)c1cccc(Nc2ncnc3[nH]ccc23)c1,,,CHEMBL3813650,Bioorg Med Chem Lett,2016,"{'bei': '23.40', 'le': '0.46', 'lle': '5.49', 'sei': '7.11'}",CHEMBL3612647,,CHEMBL3612647,7.10,1,http://www.openphacts.org/units/Nanomolar,2781973,=,1,1,=,,IC50,nM,,80.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,80.0
,,16614671,[],CHEMBL3816884,Displacement of 5-({[2-({[3-({4-[(5-hydroxy-2-methylphenyl)amino]-2-pyrimidinyl}amino)phenyl]carbonyl}amino)-ethyl]amino}carbonyl)-2-(6-hydroxy-3-oxo-3H-xanthen-9-yl)benzoic acid from full length human TNNI3K expressed in baculovirus system incubated for 60 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,CNS(=O)(=O)c1cccc(Nc2ncnc3[nH]cc(C)c23)c1,,,CHEMBL3813650,Bioorg Med Chem Lett,2016,"{'bei': '23.31', 'le': '0.46', 'lle': '5.48', 'sei': '7.41'}",CHEMBL3612661,,CHEMBL3612661,7.40,1,http://www.openphacts.org/units/Nanomolar,2781974,=,1,1,=,,IC50,nM,,40.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,40.0
,,16614672,[],CHEMBL3816884,Displacement of 5-({[2-({[3-({4-[(5-hydroxy-2-methylphenyl)amino]-2-pyrimidinyl}amino)phenyl]carbonyl}amino)-ethyl]amino}carbonyl)-2-(6-hydroxy-3-oxo-3H-xanthen-9-yl)benzoic acid from full length human TNNI3K expressed in baculovirus system incubated for 60 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,CNS(=O)(=O)c1cccc(Nc2ncnc3[nH]cc(F)c23)c1,,,CHEMBL3813650,Bioorg Med Chem Lett,2016,"{'bei': '21.43', 'le': '0.43', 'lle': '5.14', 'sei': '6.90'}",CHEMBL3612664,,CHEMBL3612664,6.89,0,http://www.openphacts.org/units/Nanomolar,2781975,=,1,1,=,,IC50,nM,,130.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,130.0
,,16614673,[],CHEMBL3816884,Displacement of 5-({[2-({[3-({4-[(5-hydroxy-2-methylphenyl)amino]-2-pyrimidinyl}amino)phenyl]carbonyl}amino)-ethyl]amino}carbonyl)-2-(6-hydroxy-3-oxo-3H-xanthen-9-yl)benzoic acid from full length human TNNI3K expressed in baculovirus system incubated for 60 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,CNS(=O)(=O)c1cccc(Nc2ncnc3[nH]cc(Cl)c23)c1,,,CHEMBL3813650,Bioorg Med Chem Lett,2016,"{'bei': '22.19', 'le': '0.47', 'lle': '5.23', 'sei': '7.51'}",CHEMBL3612665,,CHEMBL3612665,7.50,1,http://www.openphacts.org/units/Nanomolar,2781976,=,1,1,=,,IC50,nM,,32.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,32.0
,,16614674,[],CHEMBL3816884,Displacement of 5-({[2-({[3-({4-[(5-hydroxy-2-methylphenyl)amino]-2-pyrimidinyl}amino)phenyl]carbonyl}amino)-ethyl]amino}carbonyl)-2-(6-hydroxy-3-oxo-3H-xanthen-9-yl)benzoic acid from full length human TNNI3K expressed in baculovirus system incubated for 60 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,CNS(=O)(=O)c1cccc(Nc2ncnc3[nH]cc(Br)c23)c1,,,CHEMBL3813650,Bioorg Med Chem Lett,2016,"{'bei': '19.61', 'le': '0.47', 'lle': '5.12', 'sei': '7.51'}",CHEMBL3612666,,CHEMBL3612666,7.50,1,http://www.openphacts.org/units/Nanomolar,2781977,=,1,1,=,,IC50,nM,,32.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,32.0
,,16614675,[],CHEMBL3816884,Displacement of 5-({[2-({[3-({4-[(5-hydroxy-2-methylphenyl)amino]-2-pyrimidinyl}amino)phenyl]carbonyl}amino)-ethyl]amino}carbonyl)-2-(6-hydroxy-3-oxo-3H-xanthen-9-yl)benzoic acid from full length human TNNI3K expressed in baculovirus system incubated for 60 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,CNS(=O)(=O)c1cccc(Nc2ncnc3[nH]cc(-c4ccccc4)c23)c1,,,CHEMBL3813650,Bioorg Med Chem Lett,2016,"{'bei': '19.50', 'le': '0.37', 'lle': '4.12', 'sei': '7.41'}",CHEMBL3612667,,CHEMBL3612667,7.40,1,http://www.openphacts.org/units/Nanomolar,2781978,=,1,1,=,,IC50,nM,,40.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,40.0
,,16614676,[],CHEMBL3816884,Displacement of 5-({[2-({[3-({4-[(5-hydroxy-2-methylphenyl)amino]-2-pyrimidinyl}amino)phenyl]carbonyl}amino)-ethyl]amino}carbonyl)-2-(6-hydroxy-3-oxo-3H-xanthen-9-yl)benzoic acid from full length human TNNI3K expressed in baculovirus system incubated for 60 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,CNS(=O)(=O)c1cccc(Nc2ncnc3[nH]cc(-c4cccc(Cl)c4)c23)c1,,,CHEMBL3813650,Bioorg Med Chem Lett,2016,"{'bei': '17.40', 'le': '0.35', 'lle': '3.27', 'sei': '7.22'}",CHEMBL3613177,,CHEMBL3613177,7.20,1,http://www.openphacts.org/units/Nanomolar,2781979,=,1,1,=,,IC50,nM,,63.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,63.0
,,16614677,[],CHEMBL3816884,Displacement of 5-({[2-({[3-({4-[(5-hydroxy-2-methylphenyl)amino]-2-pyrimidinyl}amino)phenyl]carbonyl}amino)-ethyl]amino}carbonyl)-2-(6-hydroxy-3-oxo-3H-xanthen-9-yl)benzoic acid from full length human TNNI3K expressed in baculovirus system incubated for 60 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,CNS(=O)(=O)c1ccc(N2CCOCC2)c(Nc2ncnc3[nH]cc(Br)c23)c1,,,CHEMBL3813650,Bioorg Med Chem Lett,2016,,CHEMBL3613305,,CHEMBL3613305,,1,http://www.openphacts.org/units/Nanomolar,2781980,<,1,1,<,,IC50,nM,,10.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,10.0
,,16614678,[],CHEMBL3816884,Displacement of 5-({[2-({[3-({4-[(5-hydroxy-2-methylphenyl)amino]-2-pyrimidinyl}amino)phenyl]carbonyl}amino)-ethyl]amino}carbonyl)-2-(6-hydroxy-3-oxo-3H-xanthen-9-yl)benzoic acid from full length human TNNI3K expressed in baculovirus system incubated for 60 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,CNS(=O)(=O)c1ccc(N2CCOCC2)c(Nc2ncnc3[nH]cc(Cl)c23)c1,,,CHEMBL3813650,Bioorg Med Chem Lett,2016,,CHEMBL3814798,,CHEMBL3814798,,0,http://www.openphacts.org/units/Nanomolar,2781981,<,1,1,<,,IC50,nM,,10.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,10.0
,,16614679,[],CHEMBL3816884,Displacement of 5-({[2-({[3-({4-[(5-hydroxy-2-methylphenyl)amino]-2-pyrimidinyl}amino)phenyl]carbonyl}amino)-ethyl]amino}carbonyl)-2-(6-hydroxy-3-oxo-3H-xanthen-9-yl)benzoic acid from full length human TNNI3K expressed in baculovirus system incubated for 60 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,CNS(=O)(=O)c1ccc(N(C)C)c(Nc2ncnc3ccccc23)c1,,,CHEMBL3813650,Bioorg Med Chem Lett,2016,"{'bei': '18.74', 'le': '0.37', 'lle': '4.35', 'sei': '7.68'}",CHEMBL3814179,,CHEMBL3814179,6.70,0,http://www.openphacts.org/units/Nanomolar,2781982,=,1,1,=,,IC50,nM,,200.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,200.0
,,16614680,[],CHEMBL3816884,Displacement of 5-({[2-({[3-({4-[(5-hydroxy-2-methylphenyl)amino]-2-pyrimidinyl}amino)phenyl]carbonyl}amino)-ethyl]amino}carbonyl)-2-(6-hydroxy-3-oxo-3H-xanthen-9-yl)benzoic acid from full length human TNNI3K expressed in baculovirus system incubated for 60 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,CNS(=O)(=O)c1ccc(N(C)C)c(Nc2ncnc3ccsc23)c1,,,CHEMBL3813650,Bioorg Med Chem Lett,2016,"{'bei': '18.43', 'le': '0.38', 'lle': '4.29', 'sei': '7.68'}",CHEMBL3814515,,CHEMBL3814515,6.70,0,http://www.openphacts.org/units/Nanomolar,2781983,=,1,1,=,,IC50,nM,,200.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,200.0
,,16614681,[],CHEMBL3816884,Displacement of 5-({[2-({[3-({4-[(5-hydroxy-2-methylphenyl)amino]-2-pyrimidinyl}amino)phenyl]carbonyl}amino)-ethyl]amino}carbonyl)-2-(6-hydroxy-3-oxo-3H-xanthen-9-yl)benzoic acid from full length human TNNI3K expressed in baculovirus system incubated for 60 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,CNS(=O)(=O)c1ccc(N(C)C)c(Nc2ncnc3ccn(C)c23)c1,,,CHEMBL3813650,Bioorg Med Chem Lett,2016,"{'bei': '21.63', 'le': '0.43', 'lle': '6.11', 'sei': '8.46'}",CHEMBL3814010,,CHEMBL3814010,7.80,0,http://www.openphacts.org/units/Nanomolar,2781984,=,1,1,=,,IC50,nM,,16.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,16.0
,,16614682,[],CHEMBL3816884,Displacement of 5-({[2-({[3-({4-[(5-hydroxy-2-methylphenyl)amino]-2-pyrimidinyl}amino)phenyl]carbonyl}amino)-ethyl]amino}carbonyl)-2-(6-hydroxy-3-oxo-3H-xanthen-9-yl)benzoic acid from full length human TNNI3K expressed in baculovirus system incubated for 60 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,CNS(=O)(=O)c1ccc(N(C)C)c(Nc2ncnc3cc[nH]c23)c1,,,CHEMBL3813650,Bioorg Med Chem Lett,2016,"{'bei': '21.94', 'le': '0.43', 'lle': '5.92', 'sei': '7.38'}",CHEMBL3815116,,CHEMBL3815116,7.60,0,http://www.openphacts.org/units/Nanomolar,2781985,=,1,1,=,,IC50,nM,,25.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,25.0
,,16614683,[],CHEMBL3816884,Displacement of 5-({[2-({[3-({4-[(5-hydroxy-2-methylphenyl)amino]-2-pyrimidinyl}amino)phenyl]carbonyl}amino)-ethyl]amino}carbonyl)-2-(6-hydroxy-3-oxo-3H-xanthen-9-yl)benzoic acid from full length human TNNI3K expressed in baculovirus system incubated for 60 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,CNS(=O)(=O)c1ccc(N(C)C)c(Nc2ncnc3ccc(OC)cc23)c1,,,CHEMBL3813650,Bioorg Med Chem Lett,2016,"{'bei': '18.33', 'le': '0.36', 'lle': '4.74', 'sei': '7.36'}",CHEMBL3813871,,CHEMBL3813871,7.10,0,http://www.openphacts.org/units/Nanomolar,2781986,=,1,1,=,,IC50,nM,,79.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,79.0
,,16614684,[],CHEMBL3816884,Displacement of 5-({[2-({[3-({4-[(5-hydroxy-2-methylphenyl)amino]-2-pyrimidinyl}amino)phenyl]carbonyl}amino)-ethyl]amino}carbonyl)-2-(6-hydroxy-3-oxo-3H-xanthen-9-yl)benzoic acid from full length human TNNI3K expressed in baculovirus system incubated for 60 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,CNS(=O)(=O)c1ccc(N(C)C)c(Nc2ncnc3ccc(N)cc23)c1,,,CHEMBL3813650,Bioorg Med Chem Lett,2016,"{'bei': '20.12', 'le': '0.39', 'lle': '5.56', 'sei': '6.62'}",CHEMBL3814121,,CHEMBL3814121,7.50,0,http://www.openphacts.org/units/Nanomolar,2781987,=,1,1,=,,IC50,nM,,32.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,32.0
,,16614685,[],CHEMBL3816884,Displacement of 5-({[2-({[3-({4-[(5-hydroxy-2-methylphenyl)amino]-2-pyrimidinyl}amino)phenyl]carbonyl}amino)-ethyl]amino}carbonyl)-2-(6-hydroxy-3-oxo-3H-xanthen-9-yl)benzoic acid from full length human TNNI3K expressed in baculovirus system incubated for 60 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,CNc1ccc2ncnc(Nc3cc(S(=O)(=O)NC)ccc3N(C)C)c2c1,,,CHEMBL3813650,Bioorg Med Chem Lett,2016,"{'bei': '18.89', 'le': '0.37', 'lle': '4.91', 'sei': '7.36'}",CHEMBL3813902,,CHEMBL3813902,7.30,0,http://www.openphacts.org/units/Nanomolar,2781988,=,1,1,=,,IC50,nM,,50.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,50.0
,,16614686,[],CHEMBL3816884,Displacement of 5-({[2-({[3-({4-[(5-hydroxy-2-methylphenyl)amino]-2-pyrimidinyl}amino)phenyl]carbonyl}amino)-ethyl]amino}carbonyl)-2-(6-hydroxy-3-oxo-3H-xanthen-9-yl)benzoic acid from full length human TNNI3K expressed in baculovirus system incubated for 60 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,CNS(=O)(=O)c1ccc(N(C)C)c(Nc2ncnc3cc(N)ccc23)c1,,,CHEMBL3813650,Bioorg Med Chem Lett,2016,"{'bei': '19.33', 'le': '0.38', 'lle': '5.27', 'sei': '6.36'}",CHEMBL3814727,,CHEMBL3814727,7.20,0,http://www.openphacts.org/units/Nanomolar,2781989,=,1,1,=,,IC50,nM,,63.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,63.0
,,16614687,[],CHEMBL3816884,Displacement of 5-({[2-({[3-({4-[(5-hydroxy-2-methylphenyl)amino]-2-pyrimidinyl}amino)phenyl]carbonyl}amino)-ethyl]amino}carbonyl)-2-(6-hydroxy-3-oxo-3H-xanthen-9-yl)benzoic acid from full length human TNNI3K expressed in baculovirus system incubated for 60 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,CNc1ccc2c(Nc3cc(S(=O)(=O)NC)ccc3N(C)C)ncnc2c1,,,CHEMBL3813650,Bioorg Med Chem Lett,2016,"{'bei': '19.14', 'le': '0.37', 'lle': '5.01', 'sei': '7.45'}",CHEMBL3813872,,CHEMBL3813872,7.40,0,http://www.openphacts.org/units/Nanomolar,2781990,=,1,1,=,,IC50,nM,,40.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,40.0
,,16614688,[],CHEMBL3816884,Displacement of 5-({[2-({[3-({4-[(5-hydroxy-2-methylphenyl)amino]-2-pyrimidinyl}amino)phenyl]carbonyl}amino)-ethyl]amino}carbonyl)-2-(6-hydroxy-3-oxo-3H-xanthen-9-yl)benzoic acid from full length human TNNI3K expressed in baculovirus system incubated for 60 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,CNS(=O)(=O)c1ccc(N(C)C)c(Nc2ncnc3cc(OCCCOC)ccc23)c1,,,CHEMBL3813650,Bioorg Med Chem Lett,2016,,CHEMBL3814871,,CHEMBL3814871,,0,http://www.openphacts.org/units/Nanomolar,2781991,<,1,1,<,,IC50,nM,,10.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,10.0
,,16614689,[],CHEMBL3816884,Displacement of 5-({[2-({[3-({4-[(5-hydroxy-2-methylphenyl)amino]-2-pyrimidinyl}amino)phenyl]carbonyl}amino)-ethyl]amino}carbonyl)-2-(6-hydroxy-3-oxo-3H-xanthen-9-yl)benzoic acid from full length human TNNI3K expressed in baculovirus system incubated for 60 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,CNS(=O)(=O)c1ccc(N(C)C)c(Nc2ncnc3cc(OCCCN4CCOCC4)ccc23)c1,,,CHEMBL3813650,Bioorg Med Chem Lett,2016,,CHEMBL3814923,,CHEMBL3814923,,0,http://www.openphacts.org/units/Nanomolar,2781992,<,1,1,<,,IC50,nM,,10.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,10.0
,,16614690,[],CHEMBL3816884,Displacement of 5-({[2-({[3-({4-[(5-hydroxy-2-methylphenyl)amino]-2-pyrimidinyl}amino)phenyl]carbonyl}amino)-ethyl]amino}carbonyl)-2-(6-hydroxy-3-oxo-3H-xanthen-9-yl)benzoic acid from full length human TNNI3K expressed in baculovirus system incubated for 60 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,CNS(=O)(=O)c1ccc(N(C)C)c(Nc2ncnc3cc(OC)cc(OC)c23)c1,,,CHEMBL3813650,Bioorg Med Chem Lett,2016,,CHEMBL3814834,,CHEMBL3814834,,0,http://www.openphacts.org/units/Nanomolar,2781993,<,1,1,<,,IC50,nM,,10.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,10.0
,,16614691,[],CHEMBL3816884,Displacement of 5-({[2-({[3-({4-[(5-hydroxy-2-methylphenyl)amino]-2-pyrimidinyl}amino)phenyl]carbonyl}amino)-ethyl]amino}carbonyl)-2-(6-hydroxy-3-oxo-3H-xanthen-9-yl)benzoic acid from full length human TNNI3K expressed in baculovirus system incubated for 60 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,CNS(=O)(=O)c1ccc(OCC(F)(F)F)c(Nc2ncnc3cc(OC)c(OC)cc23)c1,,,CHEMBL3813650,Bioorg Med Chem Lett,2016,"{'bei': '16.09', 'le': '0.32', 'lle': '4.36', 'sei': '6.81'}",CHEMBL3814635,,CHEMBL3814635,7.60,0,http://www.openphacts.org/units/Nanomolar,2781994,=,1,1,=,,IC50,nM,,25.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,25.0
,,16614692,[],CHEMBL3816884,Displacement of 5-({[2-({[3-({4-[(5-hydroxy-2-methylphenyl)amino]-2-pyrimidinyl}amino)phenyl]carbonyl}amino)-ethyl]amino}carbonyl)-2-(6-hydroxy-3-oxo-3H-xanthen-9-yl)benzoic acid from full length human TNNI3K expressed in baculovirus system incubated for 60 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,CNS(=O)(=O)c1ccc(OCC(F)(F)F)c(Nc2ncnc3cc(OC)cc(OC)c23)c1,,,CHEMBL3813650,Bioorg Med Chem Lett,2016,,CHEMBL3813948,,CHEMBL3813948,,0,http://www.openphacts.org/units/Nanomolar,2781995,<,1,1,<,,IC50,nM,,10.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,10.0
,,16614693,[],CHEMBL3816884,Displacement of 5-({[2-({[3-({4-[(5-hydroxy-2-methylphenyl)amino]-2-pyrimidinyl}amino)phenyl]carbonyl}amino)-ethyl]amino}carbonyl)-2-(6-hydroxy-3-oxo-3H-xanthen-9-yl)benzoic acid from full length human TNNI3K expressed in baculovirus system incubated for 60 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,CNS(=O)(=O)c1ccc(OCC(F)(F)F)c(Nc2ncnc3cc(OC)c(OC)c(OC)c23)c1,,,CHEMBL3813650,Bioorg Med Chem Lett,2016,,CHEMBL3814097,,CHEMBL3814097,,0,http://www.openphacts.org/units/Nanomolar,2781996,<,1,1,<,,IC50,nM,,10.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,10.0
,,16614694,[],CHEMBL3816884,Displacement of 5-({[2-({[3-({4-[(5-hydroxy-2-methylphenyl)amino]-2-pyrimidinyl}amino)phenyl]carbonyl}amino)-ethyl]amino}carbonyl)-2-(6-hydroxy-3-oxo-3H-xanthen-9-yl)benzoic acid from full length human TNNI3K expressed in baculovirus system incubated for 60 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,CCOc1cc2ncnc(Nc3cc(S(=O)(=O)NC)ccc3OCC(F)(F)F)c2cc1OC,,,CHEMBL3813650,Bioorg Med Chem Lett,2016,"{'bei': '16.21', 'le': '0.33', 'lle': '4.26', 'sei': '7.06'}",CHEMBL3814998,,CHEMBL3814998,7.89,0,http://www.openphacts.org/units/Nanomolar,2781997,=,1,1,=,,IC50,nM,,13.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,13.0
,,16614695,[],CHEMBL3816884,Displacement of 5-({[2-({[3-({4-[(5-hydroxy-2-methylphenyl)amino]-2-pyrimidinyl}amino)phenyl]carbonyl}amino)-ethyl]amino}carbonyl)-2-(6-hydroxy-3-oxo-3H-xanthen-9-yl)benzoic acid from full length human TNNI3K expressed in baculovirus system incubated for 60 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,CNS(=O)(=O)c1ccc(OCC(F)(F)F)c(Nc2ncnc3cc(OC(C)C)c(OC)cc23)c1,,,CHEMBL3813650,Bioorg Med Chem Lett,2016,"{'bei': '13.76', 'le': '0.28', 'lle': '2.87', 'sei': '6.17'}",CHEMBL3814685,,CHEMBL3814685,6.89,0,http://www.openphacts.org/units/Nanomolar,2781998,=,1,1,=,,IC50,nM,,130.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,130.0
,,16614696,[],CHEMBL3816884,Displacement of 5-({[2-({[3-({4-[(5-hydroxy-2-methylphenyl)amino]-2-pyrimidinyl}amino)phenyl]carbonyl}amino)-ethyl]amino}carbonyl)-2-(6-hydroxy-3-oxo-3H-xanthen-9-yl)benzoic acid from full length human TNNI3K expressed in baculovirus system incubated for 60 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,CNS(=O)(=O)c1ccc(OCC(F)(F)F)c(Nc2ncnc3cc(OCCCOC)ccc23)c1,,,CHEMBL3813650,Bioorg Med Chem Lett,2016,"{'bei': '15.19', 'le': '0.31', 'lle': '3.96', 'sei': '6.81'}",CHEMBL3814442,,CHEMBL3814442,7.60,0,http://www.openphacts.org/units/Nanomolar,2781999,=,1,1,=,,IC50,nM,,25.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,25.0
,,16614697,[],CHEMBL3816884,Displacement of 5-({[2-({[3-({4-[(5-hydroxy-2-methylphenyl)amino]-2-pyrimidinyl}amino)phenyl]carbonyl}amino)-ethyl]amino}carbonyl)-2-(6-hydroxy-3-oxo-3H-xanthen-9-yl)benzoic acid from full length human TNNI3K expressed in baculovirus system incubated for 60 mins by fluorescence polarization assay,B,,,BAO_0000190,BAO_0000019,assay format,CNS(=O)(=O)c1ccc(OCC(F)(F)F)c(Nc2ncnc3cc(OCCCN4CCOCC4)ccc23)c1,,,CHEMBL3813650,Bioorg Med Chem Lett,2016,"{'bei': '14.19', 'le': '0.28', 'lle': '4.57', 'sei': '6.86'}",CHEMBL3813957,,CHEMBL3813957,7.89,0,http://www.openphacts.org/units/Nanomolar,2782000,=,1,1,=,,IC50,nM,,13.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,13.0
